"","name","tourism","website","addr.city","place","lat","lon"
"1","Campingplatz Winkelbachtal","camp_site","http://www.gruibingen.de/campingplatz.html",NA,"Baden-W�rttemberg",48.5920117,9.6248984
"2","Radler-Zeltplatz","camp_site",NA,NA,"Baden-W�rttemberg",47.9309854,8.7504475
"3","Campingplatz des Naturfreundehauses","camp_site",NA,NA,"Baden-W�rttemberg",49.4184563,9.0295698
"4","Campingplatz Am Aichstruter Stausee","camp_site",NA,NA,"Baden-W�rttemberg",48.9021608,9.6366585
"5",NA,"camp_site",NA,NA,"Baden-W�rttemberg",48.9010944,9.6370791
"6","Kandern","camp_site",NA,NA,"Baden-W�rttemberg",47.7204872,7.6598762
"7","Campingplatz Baiersbronn-Obertal","camp_site",NA,NA,"Baden-W�rttemberg",48.5277084,8.3050696
"8","Campingplatz Schwabenmühle","camp_site",NA,NA,"Baden-W�rttemberg",49.4575182,9.9261556
"9","Schwimmbad","camp_site",NA,NA,"Baden-W�rttemberg",47.6485965,8.566943
"10",NA,"camp_site",NA,NA,"Baden-W�rttemberg",48.8918804,9.6988119
"11","Campingplatz Seip","camp_site","http://www.campingplatz-seip-eiterbach.de/",NA,"Baden-W�rttemberg",49.5067417,8.8086495
"12","Jugendzeltplatz Monbachtal","camp_site",NA,NA,"Baden-W�rttemberg",48.8008409,8.7425287
"13","Waldjugendzeltplatz Häuptleswiese","camp_site",NA,NA,"Baden-W�rttemberg",48.9280126,9.6653736
"14",NA,"camp_site",NA,NA,"Baden-W�rttemberg",49.282272,9.156336
"15",NA,"camp_site",NA,NA,"Baden-W�rttemberg",47.7342685,9.2277353
"16","Camping","camp_site",NA,NA,"Baden-W�rttemberg",48.2841887,8.5881697
"17","Camping Fließhorn / Seepark","camp_site","http://www.fliesshorn.de/","Konstanz","Baden-W�rttemberg",47.7339551,9.173099
"18","Jugendzeltplatz Hahnbrunnenwiese","camp_site",NA,NA,"Baden-W�rttemberg",48.5796803,8.3195714
"19",NA,"camp_site",NA,NA,"Baden-W�rttemberg",48.1017761,8.2818408
"20","Naturfreundehaus Hotzenwald","camp_site",NA,"Rickenbach","Baden-W�rttemberg",47.6429301,7.9638508
"21","Zeltlagerplatz Stöcklewald","camp_site","http://www.stoecklewald.de",NA,"Baden-W�rttemberg",48.0883257,8.2494563
"22",NA,"camp_site",NA,NA,"Baden-W�rttemberg",47.985736,8.8073464
"23","Pfadfinder Platz Leinegg","camp_site","www.leinegg.de",NA,"Baden-W�rttemberg",47.7055582,8.2186037
"24","Birkenmuehle","camp_site","http://www.birkenmuehle.de/",NA,"Baden-W�rttemberg",47.7945408,9.3853507
"25","Campingplatz Buhhof","camp_site","http://www.buhhof.de",NA,"Baden-W�rttemberg",47.8650028,9.3857348
"26","Jugendzeltplatz Schimbach","camp_site",NA,NA,"Baden-W�rttemberg",49.2575418,9.8411813
"27","Paddler-Gilde Ludwigshafen","camp_site",NA,NA,"Baden-W�rttemberg",49.3897438,8.4982783
"28","Camping Hammerschmiedesee","camp_site",NA,NA,"Baden-W�rttemberg",48.946519,9.976133
"29",NA,"camp_site",NA,NA,"Baden-W�rttemberg",48.7174584,9.715009
"30","Camping auf dem Bauernhof","camp_site",NA,NA,"Baden-W�rttemberg",47.7433404,9.1370907
"31","Campingplatz Orsingen","camp_site",NA,NA,"Baden-W�rttemberg",47.8422076,8.9377371
"32",NA,"camp_site",NA,NA,"Baden-W�rttemberg",48.0921747,9.84246
"33","Laubachstausee-Campingplatz","camp_site",NA,"Abtsgmünd","Baden-W�rttemberg",48.8897717,10.0119741
"34","Jugend-Zeltlager Evangelische Jugend Überlingen-Stockach","camp_site",NA,NA,"Baden-W�rttemberg",48.029042,8.9567532
"35",NA,"camp_site",NA,NA,"Baden-W�rttemberg",48.0310138,8.9550646
"36",NA,"camp_site",NA,NA,"Baden-W�rttemberg",48.1016078,9.0645681
"37","Camping Waldpark Hohenstadt","camp_site",NA,NA,"Baden-W�rttemberg",48.5482014,9.6669379
"38",NA,"camp_site",NA,NA,"Baden-W�rttemberg",48.9199839,8.1672422
"39","Europa Camping","camp_site",NA,NA,"Baden-W�rttemberg",48.5431941,7.9359992
"40","Zeltplatz Heppenäcker","camp_site",NA,NA,"Baden-W�rttemberg",48.2251753,9.7045004
"41","Naturcamping & Kanuverleih","camp_site",NA,NA,"Baden-W�rttemberg",47.5534655,8.0127465
"42",NA,"camp_site",NA,NA,"Baden-W�rttemberg",47.813231,9.6231042
"43","Campingplatz Forellenhof","camp_site",NA,NA,"Baden-W�rttemberg",49.7326442,9.5173414
"44","Jugendzeltplatz","camp_site",NA,NA,"Baden-W�rttemberg",48.7079064,8.5413773
"45","Jugendzeltplatz Aisnau","camp_site",NA,"Sigmaringen","Baden-W�rttemberg",48.081283,9.1281528
"46",NA,"camp_site",NA,NA,"Baden-W�rttemberg",47.8413991,8.9988364
"47","Sonnenhof","camp_site",NA,NA,"Baden-W�rttemberg",48.8558772,9.2337816
"48","Campingplätze","camp_site",NA,NA,"Baden-W�rttemberg",49.2823065,8.5852564
"49","Zollernalbcamping","camp_site","http://www.campingplatz-hechingen.de/",NA,"Baden-W�rttemberg",48.3595289,8.9585024
"50","Ablacher Seen Camping","camp_site",NA,NA,"Baden-W�rttemberg",48.0192776,9.2326831
"51","Naturcamping Braunsbach","camp_site","http://www.camping-braunsbach.de/",NA,"Baden-W�rttemberg",49.1970052,9.7914171
"52","Zeltmöglichkeit","camp_site",NA,NA,"Baden-W�rttemberg",48.2312058,9.6760143
"53","Camping Moorbad","camp_site","campingmoorbad.de","Leutkirch","Baden-W�rttemberg",47.8156045,9.9545672
"54",NA,"camp_site",NA,NA,"Baden-W�rttemberg",47.7392284,8.9570541
"55","Campingplatz Altensteig","camp_site",NA,NA,"Baden-W�rttemberg",48.5850958,8.5801273
"56","Campingplatz Böhringen","camp_site",NA,NA,"Baden-W�rttemberg",47.7611792,8.9336728
"57","Camping Radlerrast","camp_site",NA,NA,"Baden-W�rttemberg",48.159854,9.4931666
"58",NA,"camp_site",NA,NA,"Baden-W�rttemberg",48.0555054,9.3624656
"59",NA,"camp_site","http://www.camping-hochrhein.de/","Küssaberg","Baden-W�rttemberg",47.6044817,8.2995762
"60","Jugendzeltplatz","camp_site",NA,NA,"Baden-W�rttemberg",48.080543,9.1295661
"61",NA,"camp_site",NA,NA,"Baden-W�rttemberg",47.8422747,8.9970517
"62","Jugendzeltplatz","camp_site",NA,NA,"Baden-W�rttemberg",48.0787261,9.149733
"63","Hollenbacher See","camp_site","www.waldcamping-hollenbacher-see.de/",NA,"Baden-W�rttemberg",49.3829176,9.8304462
"64",NA,"camp_site",NA,NA,"Baden-W�rttemberg",48.145833,9.4786966
"65","Campingplatz C2","camp_site",NA,NA,"Baden-W�rttemberg",49.3283284,8.5636208
"66","Campingplatz C3","camp_site",NA,NA,"Baden-W�rttemberg",49.3238698,8.5629071
"67","Jugendzeltlagerplatz ""Am Berg""","camp_site",NA,NA,"Baden-W�rttemberg",48.2820647,9.5331308
"68","Bezirkszeltplatz DPSG Kurpfalz","camp_site",NA,NA,"Baden-W�rttemberg",49.5101273,8.761227
"69","vuj Stuttgart","camp_site","http://www.vuj-stuttgart.de",NA,"Baden-W�rttemberg",48.0299681,8.9606963
"70","Camping Vogesenblick","camp_site",NA,NA,"Baden-W�rttemberg",47.7684779,7.5513763
"71","Campingplatz Tengen","camp_site",NA,NA,"Baden-W�rttemberg",47.8250035,8.6557428
"72","Zeltplatz DLRG","camp_site","http://oberdischingen-erbach.dlrg.de/ortsgruppe/zeltplatz.html",NA,"Baden-W�rttemberg",48.2946128,9.8632605
"73","Jugendzeltplatz","camp_site",NA,NA,"Baden-W�rttemberg",48.078551,9.1284357
"74","Camping am See","camp_site",NA,"Allensbach","Baden-W�rttemberg",47.7104446,9.0787185
"75","Waldjugendzeltplatz Jungviehweide","camp_site","http://www.landkreis-boeblingen.de",NA,"Baden-W�rttemberg",48.6238905,9.1462458
"76",NA,"camp_site",NA,NA,"Baden-W�rttemberg",47.8251963,9.536897
"77",NA,"camp_site",NA,NA,"Baden-W�rttemberg",48.7283752,9.4813539
"78","Jugendzeltplatz Irndorf","camp_site",NA,NA,"Baden-W�rttemberg",48.0636082,8.965302
"79",NA,"camp_site",NA,NA,"Baden-W�rttemberg",48.7803616,10.2729114
"80","Isele Hof","camp_site",NA,NA,"Baden-W�rttemberg",47.5625821,7.9546381
"81","Zeltplatz Rehnenmühle","camp_site",NA,NA,"Baden-W�rttemberg",48.8599673,9.8132674
"82","Jugendzeltplatz","camp_site",NA,NA,"Baden-W�rttemberg",49.5893661,9.3073259
"83","Zur Mühle","camp_site","http://www.camping-kirnbach.de/",NA,"Baden-W�rttemberg",48.2680242,8.238069
"84","Campingplatz Erbersbronn","camp_site","http://www.campingplatz-erbersbronn.de/","Forbach","Baden-W�rttemberg",48.6319423,8.3170315
"85","DKV-Campingplatz","camp_site",NA,NA,"Baden-W�rttemberg",49.2543578,8.4288093
"86","Jagstinsel Wörd","camp_site",NA,NA,"Baden-W�rttemberg",49.3075605,9.4625569
"87","Zeltplatz Ilzstadt","camp_site",NA,"Passau","Bayern",48.5821833,13.4730544
"88","Aqua Camping","camp_site","www.aqua-campingplatz.de","Klingenberg/Trennfurt","Bayern",49.7661061,9.1785745
"89",NA,"camp_site",NA,NA,"Bayern",49.8864623,9.5704277
"90","Zeltplatz Kreisjugendring Donau-Ries","camp_site","http://www.kjr-donau-ries.de/index.php?id=13",NA,"Bayern",48.6689242,10.699726
"91","Zum Eichensee","camp_site",NA,NA,"Bayern",49.4732947,10.7611968
"92","Zeltplatz Pfadfinderheim","camp_site",NA,NA,"Bayern",49.7696142,11.4930954
"93",NA,"camp_site",NA,NA,"Bayern",49.7690557,11.4913711
"94",NA,"camp_site",NA,NA,"Bayern",49.6026056,11.2809351
"95","Campingplatz Burgauer See","camp_site","http://www.jettingen-scheppach.de/content/gastronomie/camping/stocker.shtml",NA,"Bayern",48.4142043,10.4251794
"96","KJR Zeltplatz Hutzelmühle","camp_site",NA,NA,"Bayern",49.7672391,10.5141064
"97",NA,"camp_site",NA,NA,"Bayern",49.5436463,10.224459
"98","Zeltplatz Kanufahrer","camp_site","http://www.ukf-ulm.de/cms/?page_id=220",NA,"Bayern",48.3928958,9.9899594
"99","Campingplatz Waldesruh","camp_site","www.pension-waldesruh.com","Furth im Wald","Bayern",49.2999237,12.7764715
"100","Die AktivMühle","camp_site","http://www.aktivmuehle.de/html/camping.html",NA,"Bayern",48.8919551,10.9989399
"101",NA,"camp_site",NA,NA,"Bayern",49.9320693,11.5881823
"102","Campingplatz Waldsee","camp_site",NA,NA,"Bayern",48.8840804,10.7363593
"103","Camping Betzenstein","camp_site","http://www.campingplatz-betzenstein.de","Betzenstein","Bayern",49.6853009,11.4025375
"104",NA,"camp_site",NA,"Babenhausen","Bayern",48.133437,10.2439536
"105","Campingplatz Kanu-Club","camp_site","http://www.kc-wuerzburg.de/gelaende.html","Würzburg","Bayern",49.7800791,9.9274266
"106","Campingplatz Sand am Main","camp_site","http://www.campingplatz-sand-am-main.de","Sand am Main","Bayern",49.9910893,10.5795531
"107","Ölkuchenmühle","camp_site",NA,NA,"Bayern",49.2354422,11.4532422
"108","Umweltstation Unterallgäu","camp_site",NA,NA,"Bayern",47.8540492,10.1464684
"109","Aussteller-Camp","camp_site",NA,NA,"Bayern",50.1910122,10.1246347
"110","Bamberger Faltboot-Club","camp_site",NA,NA,"Bayern",49.9035154,10.8736851
"111","Freie Sportgemeinschaft Amperland e. V.","camp_site","http://www.fsamperland.de","Emmering","Bayern",48.1884911,11.2962042
"112","Lugenau","camp_site",NA,NA,"Bayern",47.7636247,10.9938897
"113","Fohnsee Camping","camp_site",NA,NA,"Bayern",47.7798583,11.3157954
"114","Campingplatz Herrenwald","camp_site","http://www.herrenwald-speichersdorf.de","Speichersdorf","Bayern",49.8609322,11.7366212
"115","Campingplatz Weihersee","camp_site","http://www.weihersee.de","Ebrach","Bayern",49.8456352,10.4813752
"116","Zeltplatz der Kolpingsfamilie Münchberg","camp_site",NA,NA,"Bayern",49.7730088,11.3745133
"117","Campingplatz Jurahöhe","camp_site","http://www.campingplatz-jurahoehe.de","Kleinlesau","Bayern",49.7981344,11.3755301
"118","Am alten Badeweiher","camp_site","http://www.campingplatz-weissenburg.de","Weißenburg","Bayern",49.0192928,10.9968539
"119","Campingplatz Hasenmühle","camp_site","http://www.campingplatz-hasenmuehle.de","Heidenheim-Hechlingen am See","Bayern",48.9720435,10.7266333
"120","Campingplatz Fränkische Schweiz","camp_site","http://www.campingplatz-fraenkische-schweiz.info","Pottenstein-Tüchersfeld","Bayern",49.7827475,11.3666543
"121","Kormershof","camp_site","http://www.kormershof.de","Gößweinstein","Bayern",49.7395652,11.3455865
"122","Jugendzeltplatz Wellheim","camp_site",NA,NA,"Bayern",48.8276563,11.0923698
"123","Camping Paradies Franken","camp_site","http://www.camping-paradies-franken.de",NA,"Bayern",49.5222406,10.1240762
"124","VCP Hemhofen Zeltplatz","camp_site",NA,NA,"Bayern",49.694792,10.9478264
"125","Camping Insel Buchau am Staffelsee","camp_site","http://www.buchau-campinginsel.de","Seehausen","Bayern",47.6927936,11.1714894
"126","Donaucamping","camp_site",NA,NA,"Bayern",48.5690426,10.5018986
"127","Campingplatz Litzelau","camp_site","http://www.camping-litzelau.de/","Oberwössen","Bayern",47.7166373,12.4786912
"128","Campingplatz Augsburg","camp_site","www.caravaningpark.de","Augsburg","Bayern",48.4121688,10.9231635
"129","Selbstversorger-Campingplatz am Kleidersee","camp_site",NA,NA,"Bayern",50.0044892,10.5512884
"130","See Camping Günztal","camp_site","www.see-camping-guenztal.de",NA,"Bayern",48.2272601,10.2921947
"131","Zeltplatz Wülfershausen","camp_site",NA,NA,"Bayern",50.0637615,10.0095895
"132","Campingplatz Settele","camp_site",NA,NA,"Bayern",48.145782,10.5765615
"133","Waldberg Rhön","camp_site",NA,NA,"Bayern",50.3384278,9.9895236
"134","Campingplatz Kahl am Main","camp_site",NA,NA,"Bayern",50.0656195,8.9912974
"135","Zeltplatz Rücklenmühle","camp_site",NA,NA,"Bayern",48.3838196,10.579891
"136",NA,"camp_site",NA,NA,"Bayern",49.1893019,11.1245037
"137","Jugendzeltplatz Reutersbrunn","camp_site","http://www.reutersbrunn.de/","Ebern","Bayern",50.067839,10.7500309
"138","Campingplatz Mainufer","camp_site","www.camping-lohr.de","Lohr am Main","Bayern",49.9989191,9.5841443
"139","Campingplatz Saale-Insel","camp_site","http://www.campingplatz-saaleinsel.de/","Gemünden","Bayern",50.0612301,9.6945118
"140","Camping Sonnland","camp_site","http://www.camping-sonnland.de/","Seßlach","Bayern",50.194351,10.8372199
"141","Campingplatz Rothenbühl","camp_site",NA,"Ebermannstadt","Bayern",49.7903402,11.2045901
"142","Jugendzeltplatz Altmühlsprung","camp_site",NA,NA,"Bayern",49.4140473,10.3238238
"143","Camping Maintal","camp_site","http://campingmaintal.de/start.html","Collenberg","Bayern",49.7693342,9.3424325
"144","Mandlachsee (Kreisjugendring Aichach Friedberg)","camp_site",NA,NA,"Bayern",48.5536808,11.0690092
"145","Naturfreundehaus","camp_site",NA,NA,"Bayern",48.4441322,10.2997279
"146","Campingplatz-Strandbad Wagner","camp_site","http://www.camping-wagner.de/","Petting-Kühnhausen","Bayern",47.9291042,12.8020509
"147","Wildniscamp am Falkenstein","camp_site","http://www.wildniscamp.de",NA,"Bayern",49.0832598,13.2453071
"148","Jugendzeltplatz Altenhof","camp_site",NA,NA,"Bayern",49.7455978,11.4268966
"149","Campingplatz Landshut/Mitterwöhr","camp_site",NA,NA,"Bayern",48.5545249,12.1801791
"150","Campingplatz Waldhof","camp_site","http://www.urlaub-waldhof.de","Langdorf/Bayrischer Wald","Bayern",49.023422,13.1576021
"151","Zeltplatz Sauters","camp_site",NA,NA,"Bayern",47.5959196,9.7211198
"152",NA,"camp_site",NA,NA,"Bayern",49.9840389,11.6426533
"153",NA,"camp_site",NA,NA,"Bayern",49.2163417,12.579248
"154","Jugendzeltplatz Paulsteiner","camp_site","http://www.jugendzeltplatz.com/",NA,"Bayern",47.6428518,10.5690821
"155","Jugendzeltplatz","camp_site",NA,NA,"Bayern",48.201922,11.1735111
"156","Zeltplatz KJR Eschelbach","camp_site",NA,NA,"Bayern",48.5803635,11.5799339
"157","Camping Bannwaldsee","camp_site","http://www.camping-bannwaldsee.de",NA,"Bayern",47.5921853,10.7728762
"158","Pfadfinder Zeltplatz","camp_site",NA,NA,"Bayern",50.0652816,10.1290615
"159","Pfetzendorfer Weiher","camp_site",NA,NA,"Bayern",49.3225381,10.369212
"160",NA,"camp_site",NA,NA,"Bayern",49.6410586,11.161467
"161","Zeltplatz Obertheres","camp_site",NA,NA,"Bayern",50.0166358,10.447917
"162","DKV Zeltplatz Donauwörth","camp_site","kanuclub-donauwoerth.de",NA,"Bayern",48.724082,10.7694746
"163","Camping Haimendorf","camp_site",NA,"Röthenbach","Bayern",49.474186,11.2977264
"164","Pfadfinder Schweinheim","camp_site",NA,NA,"Bayern",49.9288253,9.1937404
"165","Camplingplatz Erlenweiher","camp_site",NA,NA,"Bayern",49.8582471,12.1014122
"166","Camplingplatz Erlenweiher","camp_site",NA,NA,"Bayern",49.857324,12.1030048
"167","Zeltplatz Gailbach","camp_site",NA,NA,"Bayern",49.9415787,9.2267689
"168","Vital Camping","camp_site","http://www.vitalcamping-bayerbach.de","Bayerbach","Bayern",48.41467,13.1305532
"169","Schätzlerbad","camp_site","http://www.schaetzlerbad.de/",NA,"Bayern",49.7083373,12.1425365
"170","Camping-Stadler","camp_site","http://www.camping-stadler.de","Petting-Kühnhausen","Bayern",47.928233,12.8027472
"171","Zeltplatz","camp_site",NA,NA,"Bayern",49.8949417,11.8573645
"172","Campingplatz Platzermühle","camp_site",NA,"Neualbenreuth","Bayern",49.9705422,12.4447932
"173",NA,"camp_site",NA,NA,"Bayern",49.057815,11.905174
"174","Jugendzeltplatz Weidmannsgesees","camp_site",NA,NA,"Bayern",49.7821091,11.3852481
"175","Pfadfinderzentrum Neumarkt i.d.OPf.","camp_site",NA,NA,"Bayern",49.2728883,11.4846052
"176",NA,"camp_site",NA,NA,"Bayern",48.0464865,11.1794689
"177","Camping Heiner","camp_site","http://www.camping-heiner.de","Bayrisch Eisenstein","Bayern",49.0786222,13.2074159
"178",NA,"camp_site",NA,NA,"Bayern",47.6897525,12.7992994
"179","Camping Mörslingen","camp_site","http://www.camping-moerslingen.de/",NA,"Bayern",48.6222166,10.5166794
"180","Campingplatz Schönwald","camp_site","www.campingplatzschoenwald.de","Schönwald","Bayern",50.2096906,12.0968738
"181","Campingplatz Großbüchlberg","camp_site","http://www.freizeithugl.de/Camping/home_c.htm","Mitterteich","Bayern",49.9724426,12.2260864
"182","Campingplatz Rubi-Camp","camp_site","http://www.rubi-camp.de/","Oberstdorf","Bayern",47.4233495,10.2786691
"183","Jugendfreizeitgelände Lindenbichl","camp_site","http://www.jugendwerk-weilheim.de/?action=page&id=43",NA,"Bayern",47.6925808,11.1653382
"184","Zeltplatz Schimborn","camp_site",NA,NA,"Bayern",50.050829,9.202713
"185","Sippachsmühle","camp_site",NA,NA,"Bayern",50.1949721,9.7946832
"186","Camping ""Ferienpark Hainz am See""","camp_site","http://www.hainzamsee.de","Petting","Bayern",47.9211165,12.7937608
"187","Campingplatz Mainwiese","camp_site","http://www.campingplatz-mainwiese.de/","Klingenberg/Röllfeld","Bayern",49.7597093,9.1799228
"188","Zeltplatz Totnansberg","camp_site",NA,NA,"Bayern",50.3209066,9.9404459
"189","Campingplatz Demmelhof","camp_site","http://www.campingplatz-demmelhof.de/",NA,"Bayern",47.7507949,11.500286
"190","Zeltplatz Roding","camp_site",NA,"Roding","Bayern",49.1989718,12.5137558
"191",NA,"camp_site",NA,NA,"Bayern",48.6483914,13.5519225
"192",NA,"camp_site",NA,NA,"Bayern",47.6981503,11.1607143
"193",NA,"camp_site",NA,NA,"Bayern",49.3218786,12.3672821
"194",NA,"camp_site",NA,NA,"Bayern",49.0725815,11.8589842
"195","Donauparkplatz","camp_site",NA,NA,"Bayern",48.6387645,13.1794341
"196",NA,"camp_site",NA,NA,"Bayern",47.6507509,10.7375466
"197","Campingplatz Waldbadeweiher","camp_site",NA,NA,"Bayern",49.9116515,12.1445534
"198",NA,"camp_site",NA,NA,"Bayern",48.2122905,12.9489988
"199","Campingplatz Vilshofen","camp_site","http://www.vilshofen.de/index.php?option=com_content&task=view&id=173&Itemid=238&lang=english",NA,"Bayern",48.6390994,13.1857082
"200",NA,"camp_site",NA,NA,"Bayern",50.1082028,11.8771007
"201","Schreiber Wilhelm","camp_site",NA,"Offenberg","Bayern",48.8454592,12.862123
"202","Sonnenhof Regler","camp_site","www.sonnenhof-regler.de","Hirschau","Bayern",49.5609767,11.8882107
"203","Jugendzeltlagerplatz am Michelsberg","camp_site","http://www.kjr-dillingen.de/verleih/zeltplatz/index.html",NA,"Bayern",48.7371058,10.5600231
"204",NA,"camp_site",NA,NA,"Bayern",49.2122059,10.1782751
"205","(Privat)","camp_site",NA,NA,"Bayern",48.790078,13.3846897
"206","Camping Gutshof Donauried","camp_site",NA,NA,"Bayern",48.4872268,10.2572811
"207","The Tent","camp_site",NA,NA,"Bayern",48.1680324,11.5021283
"208","Camping Pilsensee","camp_site",NA,NA,"Bayern",48.0291954,11.1991986
"209",NA,"camp_site",NA,NA,"Bayern",49.8249911,11.3408179
"210","Camping Grafenlehen","camp_site",NA,NA,"Bayern",47.5946953,12.9863245
"211",NA,"camp_site",NA,NA,"Bayern",49.4650644,12.1908139
"212","Camping auf dem Bauernhof","camp_site",NA,NA,"Bayern",47.8918485,12.7746317
"213","Campingplatz Green Village","camp_site","www.camping-bayrischerwald.de","Frauenau","Bayern",49.0084255,13.276067
"214",NA,"camp_site",NA,NA,"Bayern",47.5175082,10.4216808
"215","Jugendzeltplatz","camp_site",NA,NA,"Bayern",48.9738676,12.6884246
"216","Jugendzeltplatz","camp_site","http://www.gruppenhaus.de/jugendzeltplatz-zittenfelden-morretal-schneeberg-hs4947.html",NA,"Bayern",49.5943935,9.2500342
"217","Zeltplatz Regensburger Kanu-Club e.V.","camp_site","http://www.regensburger-kanuclub.de/Zeltplatz.html",NA,"Bayern",49.0293998,12.0705239
"218","Strandcamping Waging am See Rezeption","camp_site",NA,NA,"Bayern",47.9430479,12.7472713
"219",NA,"camp_site",NA,NA,"Bayern",49.1564006,12.1449335
"220","Jugendzeltplatz der Stadt Forchheim","camp_site",NA,"Forchheim","Bayern",49.7443785,11.0436292
"221","Zeltplatz Autenhausen","camp_site","http://www.sesslach.de/index.php/schwimmbad-thermen",NA,"Bayern",50.2402497,10.7942355
"222","Camping Naturfreunde Haßfurt","camp_site","http://www.naturfreunde-hassfurt.de/index.php?id=24","Haßfurt","Bayern",50.0262018,10.5162037
"223","DJK Schweinfurt","camp_site","http://djk-kanu.de/bootshaus.html",NA,"Bayern",50.0456672,10.2466192
"224","Naturfreunde Springeberg","camp_site",NA,NA,"Berlin",52.4370652,13.7594434
"225","DCC-Campingplatz Kladow","camp_site","http://www.dccberlin.de/","Berlin-Kladow","Berlin",52.4537452,13.1136406
"226","Bürgerablage (BCC)","camp_site",NA,NA,"Berlin",52.5830699,13.212634
"227","Kanu - Naturcamping","camp_site",NA,NA,"Berlin",52.3889388,13.6832086
"228","Zeltplatz Saatwinkel","camp_site","http://www.zeltplatz-saatwinkel.de","Berlin","Berlin",52.5623283,13.2491482
"229","Campingplatz FSV Zeuthner See, Halbjahrescamp-Sommer","camp_site",NA,NA,"Berlin",52.3716818,13.6523175
"230","Wurlsee Camping Lychen","camp_site","www.wurlseecamping-lychen.de","Lychen","Brandenburg",53.2203965,13.3037368
"231","Naturcampingplatz Mölle-Süd-Camp","camp_site",NA,NA,"Brandenburg",52.4193616,13.8322447
"232","Campingplatz am Peetzsee","camp_site",NA,NA,"Brandenburg",52.4220678,13.8373602
"233","VCP Bundeszeltplatz","camp_site",NA,NA,"Brandenburg",53.1960833,12.9492453
"234","Camping","camp_site",NA,NA,"Brandenburg",52.9758665,12.9824706
"235","Campingplatz Jägerbude","camp_site","http://www.camping24.org",NA,"Brandenburg",52.3861314,13.7781227
"236","Gartenidylle","camp_site",NA,NA,"Brandenburg",52.1579786,12.9234994
"237",NA,"camp_site",NA,NA,"Brandenburg",53.1517959,13.0468968
"238","Campingdomizil Körbiskrug","camp_site",NA,NA,"Brandenburg",52.265874,13.6551074
"239","Wasserwanderrastplatz Märkisch Buchholz","camp_site",NA,NA,"Brandenburg",52.1122564,13.7632988
"240","Bootshaus SV Empor Mühlberg e.V.","camp_site",NA,NA,"Brandenburg",51.4323997,13.2099689
"241","Bootshaus WSV Wittenberge OT Garsedow","camp_site","http://www.wsv-wittenberge.de/angebotefurwassersportler.htm","Wittenberge OT Garsedow","Brandenburg",52.9829836,11.7746024
"242","Friedensteich","camp_site","http://www.freizeit-park-wittenberge.de/home/home.html","Wittenberge","Brandenburg",53.0054231,11.7321215
"243","Zeltplatz","camp_site",NA,NA,"Brandenburg",52.277233,14.5033132
"244","Hettler & Lange","camp_site","http://www.hotel-camping-berlin.de/campingplatz-01.html",NA,"Brandenburg",52.3998693,13.1796645
"245","Kinder- u. Jugenddorf Rankenheim","camp_site",NA,"Groß Köris","Brandenburg",52.1652387,13.6347281
"246","Biwakplatz Neugaul","camp_site",NA,NA,"Brandenburg",52.7598584,14.1271664
"247","Micha's Race Camp","camp_site",NA,"Meuro","Brandenburg",51.5450029,13.9246802
"248","Campotel am Lausitzring","camp_site","http://www.campotel-lausitzring.de/","Hörlitz","Brandenburg",51.5232875,13.9622119
"249","Klause am See","camp_site",NA,NA,"Brandenburg",52.3453394,12.7254803
"250","Box Berlin-Usedom","camp_site",NA,NA,"Brandenburg",53.2623031,13.8491361
"251","Wasserwanderrastplatz in den Bootsanlagen Hinzdorf","camp_site","http://www.wittenberge.de/verzeichnis/visitenkarte.php?mandat=67967","Wittenberge OT Hinzdorf","Brandenburg",52.959007,11.815188
"252","Bootsclub Cumlosen (Campinggelegenheit)","camp_site","http://www.cumlosen.de/bootsclub/bcc.htm","Cumlosen","Brandenburg",53.0401065,11.6422599
"253","Wasserwanderrastplatz Werder","camp_site",NA,NA,"Brandenburg",52.1123521,14.0218423
"254","Campingplatz Sassenpfuhl","camp_site",NA,NA,"Brandenburg",52.95106,13.8392594
"255","Campingplatz ICANOS e.V.","camp_site","http://www.icanos.de/",NA,"Brandenburg",52.2773219,13.0174559
"256","Camping am Wolletzsee","camp_site",NA,NA,"Brandenburg",53.0219408,13.9443484
"257","Naturcamp Fährsee","camp_site","http://www.naturcamp-templin.de/faehrsee.html","Templin","Brandenburg",53.1291123,13.5503147
"258",NA,"camp_site",NA,NA,"Brandenburg",52.111485,14.2091537
"259","Ferien Freizeitanlage Lehnin","camp_site",NA,NA,"Brandenburg",52.32233,12.73729
"260","D-135","camp_site",NA,NA,"Brandenburg",52.2719055,13.0576585
"261","Kolbatzer Mühle","camp_site","http://www.kolbatzer-muehle.de",NA,"Brandenburg",53.2428881,13.3928629
"262","Zeltwiese am Wassersportzentrum","camp_site","http://www.senftenberger-see.de/wassersportzentrum_zeltwiese.301430.html","Senftenberg","Brandenburg",51.4899288,14.0359657
"263","Campinggelegenheit am Sportboothafen Wittenberge (Sportbootanger Nedwighafen)","camp_site",NA,"Wittenberge","Brandenburg",52.9907045,11.7431486
"264","Campinggelegenheit am Sportboothafen Lenzen","camp_site",NA,"Lenzen","Brandenburg",53.0793213,11.4641975
"265","Campingplatz am Schervenzsee","camp_site","http://www.schervenzsee.de/",NA,"Brandenburg",52.1819887,14.4429122
"266",NA,"camp_site",NA,NA,"Brandenburg",53.1854199,12.6215873
